IATA Code,Airport Name,Country,City,TimeZone
SCL,Comodoro Arturo Merino BenÃ­tez International Airport,Chile,Santiago,America/Santiago
ANF,AndrÃ©s Sabella GÃ¡lvez International Airport,Chile,Antofagasta,America/Santiago
WPR,Capitan Fuentes Martinez Airport Airport,Chile,Porvenir,America/Santiago
FFU,FutaleufÃº Airport,Chile,Futaleufu,America/Santiago
LSQ,MarÃ­a Dolores Airport,Chile,Los Angeles,America/Santiago
WPU,Guardiamarina ZaÃ±artu Airport,Chile,Puerto Williams,America/Santiago
CCP,Carriel Sur Airport,Chile,Concepcion,America/Santiago
IPC,Mataveri Airport,Chile,Easter Island,Pacific/Easter
ZOS,CaÃ±al Bajo Carlos - Hott Siebert Airport,Chile,Osorno,America/Santiago
VLR,Vallenar Airport,Chile,Vallenar,America/Santiago
QRC,De La Independencia Airport,Chile,Rancagua,America/Santiago
TNM,Teniente Rodolfo Marsh Martin Base,Antarctica,Isla Rey Jorge,Antarctica/South_Pole
LSC,La Florida Airport,Chile,La Serena,America/Santiago
\N,Eulogio SÃ¡nchez Airport,Chile,Santiago,America/Santiago
PZS,Maquehue Airport,Chile,Temuco,America/Santiago
PMC,El Tepual Airport,Chile,Puerto Montt,America/Santiago
WCH,ChaitÃ©n Airport,Chile,Chaiten,America/Santiago
ZAL,Pichoy Airport,Chile,Valdivia,America/Santiago
ATF,ChachoÃ¡n Airport,Ecuador,Ambato,America/Guayaquil
\N,Hacienda Clementina Airport,Ecuador,Clementia,America/Guayaquil
OCC,Francisco De Orellana Airport,Ecuador,Coca,America/Guayaquil
CUE,Mariscal Lamar Airport,Ecuador,Cuenca,America/Guayaquil
GPS,Seymour Airport,Ecuador,Galapagos,Pacific/Galapagos
GYE,JosÃ© JoaquÃ­n de Olmedo International Airport,Ecuador,Guayaquil,America/Guayaquil
\N,Gualaquiza Airport,Ecuador,Gualaquiza,America/Guayaquil
\N,Atahualpa Airport,Ecuador,Ibarra,America/Guayaquil
\N,Km 192 Airport,Ecuador,Km-192,America/Guayaquil
\N,Hacienda La Julia Airport,Ecuador,La Julia,America/Guayaquil
LTX,Cotopaxi International Airport,Ecuador,Latacunga,America/Guayaquil
MRR,Jose Maria Velasco Ibarra Airport,Ecuador,Macara,America/Guayaquil
XMS,Coronel E Carvajal Airport,Ecuador,Macas,America/Guayaquil
MCH,General Manuel Serrano Airport,Ecuador,Machala,America/Guayaquil
\N,El Carmen Airport,Ecuador,Montalvo,America/Guayaquil
MEC,Eloy Alfaro International Airport,Ecuador,Manta,America/Guayaquil
\N,Maragrosa Airport,Ecuador,Maragrosa,America/Guayaquil
\N,Amable Calle Gutierrez Airport,Ecuador,Pasaje,America/Guayaquil
PVO,Reales Tamarindos Airport,Ecuador,Portoviejo,America/Guayaquil
\N,Quevedo Airport,Ecuador,Quevedo,America/Guayaquil
UIO,Mariscal Sucre International Airport,Ecuador,Quito,America/Guayaquil
\N,Chimborazo Airport,Ecuador,Riobamba,America/Guayaquil
ETR,Santa Rosa International Airport,Ecuador,Santa Rosa,America/Guayaquil
SNC,General Ulpiano Paez Airport,Ecuador,Salinas,America/Guayaquil
\N,Santo Domingo de Los Colorados Airport,Ecuador,Santo Domingo,America/Guayaquil
\N,Taura Airport,Ecuador,Taura,America/Guayaquil
\N,Mayor Galo Torres Airport,Ecuador,Tena,America/Guayaquil
TPC,Tarapoa Airport,Ecuador,Tarapoa,America/Guayaquil
TUA,Teniente Coronel Luis a Mantilla Airport,Ecuador,Tulcan,America/Guayaquil
ASU,Silvio Pettirossi International Airport,Paraguay,Asuncion,America/Asuncion
AYO,Juan De Ayolas Airport,Paraguay,Ayolas,America/Asuncion
CIO,Teniente Col Carmelo Peralta Airport,Paraguay,Conception,America/Asuncion
\N,ItaipÃº Airport,Paraguay,Itaipu,America/Asuncion
ESG,Dr. Luis Maria ArgaÃ±a International Airport,Paraguay,Mariscal Estigarribia,America/Asuncion
PIL,Carlos Miguel Gimenez Airport,Paraguay,Pilar,America/Asuncion
AXM,El Eden Airport,Colombia,Armenia,America/Bogota
PUU,Tres De Mayo Airport,Colombia,Puerto Asis,America/Bogota
ELB,Las Flores Airport,Colombia,El Banco,America/Bogota
BGA,Palonegro Airport,Colombia,Bucaramanga,America/Bogota
BOG,El Dorado International Airport,Colombia,Bogota,America/Bogota
BAQ,Ernesto Cortissoz International Airport,Colombia,Barranquilla,America/Bogota
BSC,JosÃ© Celestino Mutis Airport,Colombia,Bahia Solano,America/Bogota
BUN,Gerardo Tobar LÃ³pez Airport,Colombia,Buenaventura,America/Bogota
CUC,Camilo Daza International Airport,Colombia,Cucuta,America/Bogota
CTG,Rafael NuÃ±ez International Airport,Colombia,Cartagena,America/Bogota
CLO,Alfonso Bonilla Aragon International Airport,Colombia,Cali,America/Bogota
TCO,La Florida Airport,Colombia,Tumaco,America/Bogota
CZU,Las Brujas Airport,Colombia,Corozal,America/Bogota
EJA,YariguÃ­es Airport,Colombia,Barrancabermeja,America/Bogota
FLA,Gustavo Artunduaga Paredes Airport,Colombia,Florencia,America/Bogota
GIR,Santiago Vila Airport,Colombia,Girardot,America/Bogota
GPI,Juan Casiano Airport,Colombia,Guapi,America/Bogota
\N,Guaymaral Airport,Colombia,Guaymaral,America/Bogota
IBE,Perales Airport,Colombia,Ibague,America/Bogota
IPI,San Luis Airport,Colombia,Ipiales,America/Bogota
APO,Antonio Roldan Betancourt Airport,Colombia,Carepa,America/Bogota
MCJ,Jorge Isaac Airport,Colombia,La Mina,America/Bogota
LET,Alfredo VÃ¡squez Cobo International Airport,Colombia,Leticia,America/Bogota
EOH,Enrique Olaya Herrera Airport,Colombia,Medellin,America/Bogota
MGN,Baracoa Airport,Colombia,Magangue,America/Bogota
MTR,Los Garzones Airport,Colombia,Monteria,America/Bogota
MVP,Fabio Alberto Leon Bentley Airport,Colombia,Mitu,America/Bogota
MZL,La Nubia Airport,Colombia,Manizales,America/Bogota
NVA,Benito Salas Airport,Colombia,Neiva,America/Bogota
OCV,Aguas Claras Airport,Colombia,Ocana,America/Bogota
OTU,Otu Airport,Colombia,Otu,America/Bogota
\N,Puerto BolÃ­var Airport,Colombia,Puerto Bolivar,America/Bogota
PCR,German Olano Airport,Colombia,Puerto Carreno,America/Bogota
PEI,MatecaÃ±a International Airport,Colombia,Pereira,America/Bogota
PTX,Pitalito Airport,Colombia,Pitalito,America/Bogota
PPN,Guillermo LeÃ³n Valencia Airport,Colombia,Popayan,America/Bogota
PSO,Antonio Narino Airport,Colombia,Pasto,America/Bogota
PVA,El Embrujo Airport,Colombia,Providencia,America/Bogota
MQU,Mariquita Airport,Colombia,Mariquita,America/Bogota
MDE,Jose Maria CÃ³rdova International Airport,Colombia,Rio Negro,America/Bogota
RCH,Almirante Padilla Airport,Colombia,Rio Hacha,America/Bogota
SJE,Jorge E. Gonzalez Torres Airport,Colombia,San Jose Del Guaviare,America/Bogota
SMR,SimÃ³n BolÃ­var International Airport,Colombia,Santa Marta,America/Bogota
ADZ,Gustavo Rojas Pinilla International Airport,Colombia,San Andres Island,America/Bogota
SVI,Eduardo Falla Solano Airport,Colombia,San Vincente De Caguan,America/Bogota
TME,Gustavo Vargas Airport,Colombia,Tame,America/Bogota
AUC,Santiago Perez Airport,Colombia,Arauca,America/Bogota
UIB,El CaraÃ±o Airport,Colombia,Quibdo,America/Bogota
ULQ,Heriberto GÃ­l MartÃ­nez Airport,Colombia,Tulua,America/Bogota
VUP,Alfonso LÃ³pez Pumarejo Airport,Colombia,Valledupar,America/Bogota
VVC,Vanguardia Airport,Colombia,Villavicencio,America/Bogota
BJO,Bermejo Airport,Bolivia,Bermejo,America/La_Paz
CBB,Jorge Wilsterman International Airport,Bolivia,Cochabamba,America/La_Paz
CCA,Chimore Airport,Bolivia,Chapacura,America/La_Paz
CIJ,CapitÃ¡n AnÃ­bal Arab Airport,Bolivia,Cobija,America/La_Paz
LPB,El Alto International Airport,Bolivia,La Paz,America/La_Paz
ORU,Juan Mendoza Airport,Bolivia,Oruro,America/La_Paz
POI,Capitan Nicolas Rojas Airport,Bolivia,Potosi,America/La_Paz
PSZ,CapitÃ¡n Av. Salvador Ogaya G. airport,Bolivia,Puerto Suarez,America/La_Paz
SBL,Santa Ana Del Yacuma Airport,Bolivia,Santa Ana,America/La_Paz
SRE,Juana Azurduy De Padilla Airport,Bolivia,Sucre,America/La_Paz
TJA,Capitan Oriel Lea Plaza Airport,Bolivia,Tarija,America/La_Paz
TDD,Teniente Av. Jorge Henrich Arauz Airport,Bolivia,Trinidad,America/La_Paz
VLM,Teniente Coronel Rafael PabÃ³n Airport,Bolivia,Villa Montes,America/La_Paz
VVI,Viru Viru International Airport,Bolivia,Santa Cruz,America/La_Paz
BYC,Yacuiba Airport,Bolivia,Yacuiba,America/La_Paz
PBM,Johan Adolf Pengel International Airport,Suriname,Zandery,America/Paramaribo
CAY,Cayenne-Rochambeau Airport,French Guiana,Cayenne,America/Cayenne
OYP,Saint-Georges-de-l'Oyapock Airport,French Guiana,St.-georges Oyapock,America/Cayenne
\N,Huancabamba Airport,Peru,Huancabamba,America/Lima
AOP,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Peru,Andoas,America/Lima
\N,Teniente General Gerardo PÃ©rez Pinedo Airport,Peru,Atalaya,America/Lima
IBP,Iberia Airport,Peru,Iberia,America/Lima
PCL,Cap FAP David Abenzur Rengifo International Airport,Peru,Pucallpa,America/Lima
CHM,Teniente FAP Jaime A De Montreuil Morales Airport,Peru,Chimbote,America/Lima
\N,Puerto Esperanza Airport,Peru,Puerto Esperanza,America/Lima
\N,Cesar Torke Podesta Airport,Peru,Moquegua,America/Lima
CIX,Capitan FAP Jose A Quinones Gonzales International Airport,Peru,Chiclayo,America/Lima
AYP,Coronel FAP Alfredo Mendivil Duarte Airport,Peru,Ayacucho,America/Lima
ANS,Andahuaylas Airport,Peru,Andahuaylas,America/Lima
ATA,Comandante FAP German Arias Graziani Airport,Peru,Anta,America/Lima
LIM,Jorge ChÃ¡vez International Airport,Peru,Lima,America/Lima
JJI,Juanjui Airport,Peru,Juanjui,America/Lima
JAU,Francisco Carle Airport,Peru,Jauja,America/Lima
JUL,Inca Manco Capac International Airport,Peru,Juliaca,America/Lima
ILQ,Ilo Airport,Peru,Ilo,America/Lima
\N,Las Palmas Air Base,Peru,Las Palmas,America/Lima
TBP,Capitan FAP Pedro Canga Rodriguez Airport,Peru,Tumbes,America/Lima
YMS,Moises Benzaquen Rengifo Airport,Peru,Yurimaguas,America/Lima
\N,Collique Airport,Peru,Collique,America/Lima
CHH,Chachapoyas Airport,Peru,Chachapoyas,America/Lima
IQT,Coronel FAP Francisco Secada Vignetta International Airport,Peru,Iquitos,America/Lima
AQP,RodrÃ­guez BallÃ³n International Airport,Peru,Arequipa,America/Lima
\N,CapitÃ¡n FAP Leonardo AlvariÃ±o Herr Airport,Peru,San Ramon,America/Lima
TRU,Capitan FAP Carlos Martinez De Pinillos International Airport,Peru,Trujillo,America/Lima
PIO,CapitÃ¡n FAP RenÃ¡n ElÃ­as Olivera International Airport,Peru,Pisco,America/Lima
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Peru,Tarapoto,America/Lima
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Peru,Tacna,America/Lima
PEM,Padre Aldamiz International Airport,Peru,Puerto Maldonado,America/Lima
PIU,CapitÃ¡n FAP Guillermo Concha Iberico International Airport,Peru,Piura,America/Lima
TYL,Capitan Montes Airport,Peru,Talara,America/Lima
CUZ,Alejandro Velasco Astete International Airport,Peru,Cuzco,America/Lima
\N,Angel S Adami Airport,Uruguay,Montevideo,America/Montevideo
DZO,Santa Bernardina International Airport,Uruguay,Durazno,America/Montevideo
MVD,Carrasco International /General C L Berisso Airport,Uruguay,Montevideo,America/Montevideo
STY,Nueva Hesperides International Airport,Uruguay,Salto,America/Montevideo
AGV,Oswaldo Guevara Mujica Airport,Venezuela,Acarigua,America/Caracas
AAO,Anaco Airport,Venezuela,Anaco,America/Caracas
\N,San Fernando de Atabapo Airport,Venezuela,San Fernando Deatabapo,America/Caracas
BLA,General JosÃ© Antonio Anzoategui International Airport,Venezuela,Barcelona,America/Caracas
BNS,Barinas Airport,Venezuela,Barinas,America/Caracas
\N,El Libertador Airbase,Venezuela,Maracaibo,America/Caracas
BRM,Barquisimeto International Airport,Venezuela,Barquisimeto,America/Caracas
CBL,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",Venezuela,Ciudad Bolivar,America/Caracas
CXA,Caicara del Orinoco Airport,Venezuela,Caicara De Orinoco,America/Caracas
\N,San Carlos Airport,Venezuela,San Carlos,America/Caracas
CLZ,Calabozo Airport,Venezuela,Calabozo,America/Caracas
CAJ,Canaima Airport,Venezuela,Canaima,America/Caracas
VCR,Carora Airport,Venezuela,Carora,America/Caracas
CUP,General Francisco BermÃºdez Airport,Venezuela,Carupano,America/Caracas
CZE,JosÃ© Leonardo Chirinos Airport,Venezuela,Coro,America/Caracas
\N,Oscar Machado Zuluaga Airport,Venezuela,Caracas,America/Caracas
CUM,CumanÃ¡ (Antonio JosÃ© de Sucre) Airport,Venezuela,Cumana,America/Caracas
\N,CapitÃ¡n Manuel RÃ­os Airbase,Venezuela,Carrizal,America/Caracas
EOR,El Dorado Airport,Venezuela,El Dorado,America/Caracas
EOZ,Elorza Airport,Venezuela,Elorza,America/Caracas
GDO,Guasdalito Airport,Venezuela,Guasdualito,America/Caracas
GUI,Guiria Airport,Venezuela,Guiria,America/Caracas
GUQ,Guanare Airport,Venezuela,Guanare,America/Caracas
HGE,Higuerote Airport,Venezuela,Higuerote,America/Caracas
ICC,AndrÃ©s Miguel Salazar Marcano Airport,Venezuela,Isla De Coche,America/Caracas
LSP,Josefa Camejo International Airport,Venezuela,Paraguana,America/Caracas
\N,San Juan de Los Morros Airport,Venezuela,San Juan De Los Morros,America/Caracas
LFR,La Fria Airport,Venezuela,La Fria,America/Caracas
\N,La Orchila Airport,Venezuela,La Orchila,America/Caracas
MAR,La Chinita International Airport,Venezuela,Maracaibo,America/Caracas
MRD,Alberto Carnevalli Airport,Venezuela,Merida,America/Caracas
PMV,Del Caribe Santiago MariÃ±o International Airport,Venezuela,Porlamar,America/Caracas
CCS,SimÃ³n BolÃ­var International Airport,Venezuela,Caracas,America/Caracas
MUN,MaturÃ­n Airport,Venezuela,Maturin,America/Caracas
PYH,Cacique Aramare Airport,Venezuela,Puerto Ayacucho,America/Caracas
PBL,General Bartolome Salom International Airport,Venezuela,Puerto Cabello,America/Caracas
SCI,Paramillo Airport,Venezuela,San Cristobal,America/Caracas
PZO,General Manuel Carlos Piar International Airport,Venezuela,Guayana,America/Caracas
PTM,Palmarito Airport,Venezuela,Palmarito,America/Caracas
SVZ,San Antonio Del Tachira Airport,Venezuela,San Antonio,America/Caracas
SBB,Santa BÃ¡rbara de Barinas Airport,Venezuela,Santa Barbara,America/Caracas
SNV,Santa Elena de Uairen Airport,Venezuela,Santa Ana De Uairen,America/Caracas
STD,Mayor Buenaventura Vivas International Airport,Venezuela,Santo Domingo,America/Caracas
SNF,Sub Teniente Nestor Arias Airport,Venezuela,San Felipe,America/Caracas
SFD,San Fernando De Apure Airport,Venezuela,San Fernando De Apure,America/Caracas
SOM,San TomÃ© Airport,Venezuela,San Tome,America/Caracas
STB,Santa BÃ¡rbara del Zulia Airport,Venezuela,Santa Barbara,America/Caracas
TUV,Tucupita Airport,Venezuela,Tucupita,America/Caracas
TMO,Tumeremo Airport,Venezuela,Tumeremo,America/Caracas
VLN,Arturo Michelena International Airport,Venezuela,Valencia,America/Caracas
VLV,Dr. Antonio NicolÃ¡s BriceÃ±o Airport,Venezuela,Valera,America/Caracas
VDP,Valle de La Pascua Airport,Venezuela,Valle De La Pascua,America/Caracas
\N,Linden Airport,Guyana,Linden,America/Guyana
LTM,Lethem Airport,Guyana,Lethem,America/Guyana
ANU,V.C. Bird International Airport,Antigua and Barbuda,Antigua,America/Antigua
BGI,Sir Grantley Adams International Airport,Barbados,Bridgetown,America/Barbados
DCF,Canefield Airport,Dominica,Canefield,America/Dominica
DOM,Douglas-Charles Airport,Dominica,Dominica,America/Dominica
FDF,Martinique AimÃ© CÃ©saire International Airport,Martinique,Fort-de-france,America/Martinique
SFG,L'EspÃ©rance Airport,Guadeloupe,St. Martin,\N
PTP,Pointe-Ã -Pitre Le Raizet,Guadeloupe,Pointe-a-pitre,America/Guadeloupe
GND,Point Salines International Airport,Grenada,Point Salines,America/Grenada
STT,Cyril E. King Airport,Virgin Islands,St. Thomas,America/St_Thomas
STX,Henry E Rohlsen Airport,Virgin Islands,St. Croix Island,America/St_Thomas
BQN,Rafael Hernandez Airport,Puerto Rico,Aguadilla,America/Puerto_Rico
FAJ,Diego Jimenez Torres Airport,Puerto Rico,Fajardo,America/Puerto_Rico
SIG,Fernando Luis Ribas Dominicci Airport,Puerto Rico,San Juan,America/Puerto_Rico
MAZ,Eugenio Maria De Hostos Airport,Puerto Rico,Mayaguez,America/Puerto_Rico
PSE,Mercedita Airport,Puerto Rico,Ponce,America/Puerto_Rico
SJU,Luis Munoz Marin International Airport,Puerto Rico,San Juan,America/Puerto_Rico
SKB,Robert L. Bradshaw International Airport,Saint Kitts and Nevis,Basse Terre,America/St_Kitts
SLU,George F. L. Charles Airport,Saint Lucia,Castries,America/St_Lucia
UVF,Hewanorra International Airport,Saint Lucia,Hewandorra,America/St_Lucia
AUA,Queen Beatrix International Airport,Aruba,Oranjestad,America/Aruba
BON,Flamingo International Airport,Netherlands Antilles,Kralendijk,America/Curacao
CUR,Hato International Airport,Netherlands Antilles,Willemstad,America/Curacao
EUX,F. D. Roosevelt Airport,Netherlands Antilles,Oranjestad,America/Curacao
SXM,Princess Juliana International Airport,Netherlands Antilles,Philipsburg,America/Curacao
AXA,Clayton J Lloyd International Airport,Anguilla,The Valley,America/Anguilla
TAB,Tobago-Crown Point Airport,Trinidad and Tobago,Scarborough,America/Port_of_Spain
POS,Piarco International Airport,Trinidad and Tobago,Port-of-spain,America/Port_of_Spain
EIS,Terrance B. Lettsome International Airport,British Virgin Islands,Tortola,America/Tortola
CIW,Canouan Airport,Saint Vincent and the Grenadines,Canouan Island,America/St_Vincent
MQS,Mustique Airport,Saint Vincent and the Grenadines,Mustique,America/St_Vincent
SVD,Argyle International Airport,Saint Vincent and the Grenadines,Kingstown,America/St_Vincent
ALA,Almaty Airport,Kazakhstan,Alma-ata,Asia/Qyzylorda
BXH,Balkhash Airport,Kazakhstan,Balkhash,Asia/Qyzylorda
TSE,Astana International Airport,Kazakhstan,Tselinograd,Asia/Qyzylorda
DMB,Taraz Airport,Kazakhstan,Dzhambul,Asia/Qyzylorda
FRU,Manas International Airport,Kyrgyzstan,Bishkek,Asia/Bishkek
OSS,Osh Airport,Kyrgyzstan,Osh,Asia/Bishkek
CIT,Shymkent Airport,Kazakhstan,Chimkent,Asia/Qyzylorda
URA,Uralsk Airport,Kazakhstan,Uralsk,Asia/Oral
PWQ,Pavlodar Airport,Kazakhstan,Pavlodar,Asia/Qyzylorda
PLX,Semipalatinsk Airport,Kazakhstan,Semiplatinsk,Asia/Qyzylorda
AKX,Aktobe Airport,Kazakhstan,Aktyubinsk,Asia/Oral
GYD,Heydar Aliyev International Airport,Azerbaijan,Baku,Asia/Baku
YKS,Yakutsk Airport,Russia,Yakutsk,Asia/Yakutsk
MJZ,Mirny Airport,Russia,Mirnyj,Asia/Yakutsk
BQS,Ignatyevo Airport,Russia,Blagoveschensk,Asia/Yakutsk
KHV,Khabarovsk-Novy Airport,Russia,Khabarovsk,Asia/Vladivostok
PVS,Provideniya Bay Airport,Russia,Provideniya Bay,Asia/Anadyr
GDX,Sokol Airport,Russia,Magadan,Asia/Srednekolymsk
PWE,Pevek Airport,Russia,Pevek,\N
PKC,Yelizovo Airport,Russia,Petropavlovsk,Asia/Anadyr
UUS,Yuzhno-Sakhalinsk Airport,Russia,Yuzhno-sakhalinsk,Asia/Srednekolymsk
VVO,Vladivostok International Airport,Russia,Vladivostok,Asia/Vladivostok
HTA,Chita-Kadala Airport,Russia,Chita,Asia/Yakutsk
BTK,Bratsk Airport,Russia,Bratsk,Asia/Irkutsk
IKT,Irkutsk Airport,Russia,Irkutsk,Asia/Irkutsk
UUD,Ulan-Ude Airport (Mukhino),Russia,Ulan-ude,Asia/Irkutsk
KBP,Boryspil International Airport,Ukraine,Kiev,Europe/Kiev
DOK,Donetsk International Airport,Ukraine,Donetsk,Europe/Kiev
DNK,Dnipropetrovsk International Airport,Ukraine,Dnepropetrovsk,Europe/Kiev
SIP,Simferopol International Airport,Ukraine,Simferopol,Europe/Simferopol
IEV,Kiev Zhuliany International Airport,Ukraine,Kiev,Europe/Kiev
LWO,Lviv International Airport,Ukraine,Lvov,Europe/Kiev
ODS,Odessa International Airport,Ukraine,Odessa,Europe/Kiev
LED,Pulkovo Airport,Russia,St. Petersburg,Europe/Moscow
MMK,Murmansk Airport,Russia,Murmansk,Europe/Moscow
GME,Gomel Airport,Belarus,Gomel,Europe/Minsk
VTB,Vitebsk Vostochny Airport,Belarus,Vitebsk,Europe/Minsk
KGD,Khrabrovo Airport,Russia,Kaliningrad,Europe/Kaliningrad
MHP,Minsk 1 Airport,Belarus,Minsk,Europe/Minsk
MSQ,Minsk National Airport,Belarus,Minsk 2,Europe/Minsk
ABA,Abakan Airport,Russia,Abakan,Asia/Krasnoyarsk
BAX,Barnaul Airport,Russia,Barnaul,Asia/Krasnoyarsk
KEJ,Kemerovo Airport,Russia,Kemorovo,Asia/Krasnoyarsk
OMS,Omsk Central Airport,Russia,Omsk,Asia/Omsk
KRR,Krasnodar Pashkovsky International Airport,Russia,Krasnodar,Europe/Moscow
MCX,Uytash Airport,Russia,Makhachkala,Europe/Moscow
MRV,Mineralnyye Vody Airport,Russia,Mineralnye Vody,Europe/Moscow
STW,Stavropol Shpakovskoye Airport,Russia,Stavropol,Europe/Moscow
ROV,Platov International Airport,Russia,Rostov,Europe/Moscow
AER,Sochi International Airport,Russia,Sochi,Europe/Moscow
ASF,Astrakhan Airport,Russia,Astrakhan,Europe/Samara
VOG,Volgograd International Airport,Russia,Volgograd,Europe/Moscow
CEK,Chelyabinsk Balandino Airport,Russia,Chelyabinsk,Asia/Yekaterinburg
MQF,Magnitogorsk International Airport,Russia,Magnetiogorsk,Asia/Yekaterinburg
NJC,Nizhnevartovsk Airport,Russia,Nizhnevartovsk,Asia/Yekaterinburg
PEE,Bolshoye Savino Airport,Russia,Perm,Asia/Yekaterinburg
SGC,Surgut Airport,Russia,Surgut,Asia/Yekaterinburg
SVX,Koltsovo Airport,Russia,Yekaterinburg,Asia/Yekaterinburg
ASB,Ashgabat International Airport,Turkmenistan,Ashkhabad,Asia/Ashgabat
KRW,Turkmenbashi Airport,Turkmenistan,Krasnovodsk,Asia/Ashgabat
CRZ,Turkmenabat Airport,Turkmenistan,Chardzhou,Asia/Ashgabat
DYU,Dushanbe Airport,Tajikistan,Dushanbe,Asia/Dushanbe
BHK,Bukhara Airport,Uzbekistan,Bukhara,Asia/Samarkand
SKD,Samarkand Airport,Uzbekistan,Samarkand,Asia/Samarkand
TAS,Tashkent International Airport,Uzbekistan,Tashkent,Asia/Samarkand
BZK,Bryansk Airport,Russia,Bryansk,Europe/Moscow
SVO,Sheremetyevo International Airport,Russia,Moscow,Europe/Moscow
KLD,Migalovo Air Base,Russia,Tver,Europe/Moscow
VOZ,Voronezh International Airport,Russia,Voronezh,Europe/Moscow
VKO,Vnukovo International Airport,Russia,Moscow,Europe/Moscow
SCW,Syktyvkar Airport,Russia,Syktyvkar,Europe/Moscow
KZN,Kazan International Airport,Russia,Kazan,Europe/Moscow
REN,Orenburg Central Airport,Russia,Orenburg,Asia/Yekaterinburg
UFA,Ufa International Airport,Russia,Ufa,Asia/Yekaterinburg
KUF,Kurumoch International Airport,Russia,Samara,Europe/Samara
AMD,Sardar Vallabhbhai Patel International Airport,India,Ahmedabad,Asia/Calcutta
AKD,Akola Airport,India,Akola,Asia/Calcutta
IXU,Aurangabad Airport,India,Aurangabad,Asia/Calcutta
BOM,Chhatrapati Shivaji International Airport,India,Mumbai,Asia/Calcutta
PAB,Bilaspur Airport,India,Bilaspur,Asia/Calcutta
BHJ,Bhuj Airport,India,Bhuj,Asia/Calcutta
IXG,Belgaum Airport,India,Belgaum,Asia/Calcutta
BDQ,Vadodara Airport,India,Baroda,Asia/Calcutta
BHO,Raja Bhoj International Airport,India,Bhopal,Asia/Calcutta
BHU,Bhavnagar Airport,India,Bhaunagar,Asia/Calcutta
NMB,Daman Airport,India,Daman,Asia/Calcutta
\N,Deesa Airport,India,Deesa,Asia/Calcutta
GUX,Guna Airport,India,Guna,Asia/Calcutta
GOI,Dabolim Airport,India,Goa,Asia/Calcutta
IDR,Devi Ahilyabai Holkar Airport,India,Indore,Asia/Calcutta
JLR,Jabalpur Airport,India,Jabalpur,Asia/Calcutta
JGA,Jamnagar Airport,India,Jamnagar,Asia/Calcutta
IXY,Kandla Airport,India,Kandla,Asia/Calcutta
